YearRemodAdd,YearBuilt,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,GrLivArea,OverallQual,Neighborhood,ExterQual,BsmtQual,KitchenQual,GarageFinish,FullBath,GarageType,MSSubClass,Foundation,FireplaceQu,Fireplaces,TotRmsAbvGrd,HeatingQC,SalePrice
1950,1927,1028,1008,360,2,1028,5,OldTown,TA,TA,TA,Unf,1,Detchd,30,CBlock,Gd,1,5,Gd,115000
1993,1993,1080,1080,678,3,2097,7,SawyerW,Gd,Gd,Gd,Unf,2,Attchd,60,PConc,TA,1,9,Ex,228000
2007,2007,1340,1340,396,2,1340,7,Gilbert,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,,0,6,Ex,181134
1978,1978,672,672,440,2,1400,6,Sawyer,TA,TA,TA,Fin,1,Attchd,60,CBlock,TA,1,6,TA,149500
1950,1918,1370,1370,864,3,2624,6,Crawfor,TA,Gd,TA,Unf,2,Detchd,70,BrkTil,Gd,1,10,TA,239000
1950,1940,756,756,240,1,1134,5,Edwards,TA,TA,TA,Unf,1,Detchd,50,BrkTil,,0,7,Fa,126000
1968,1968,1056,1056,304,1,1056,5,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,Fa,1,6,Ex,142000
1998,1997,1344,1344,784,4,1344,7,Mitchel,TA,Gd,TA,Fin,2,Attchd,90,PConc,,0,8,Ex,206300
2000,1977,1602,1602,529,2,1602,6,NWAmes,Gd,Gd,Gd,Fin,2,Attchd,20,CBlock,TA,1,8,Gd,215000
1954,1954,988,988,520,2,988,5,Mitchel,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,4,Ex,113000
1998,1998,1470,1470,696,3,2630,8,NoRidge,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,TA,1,8,Gd,315000
1956,1956,1196,1196,297,1,1196,6,NAmes,TA,Gd,TA,RFn,1,Attchd,20,CBlock,Gd,1,6,Gd,139000
1992,1946,707,651,240,1,1389,7,OldTown,TA,TA,TA,Unf,1,Detchd,60,CBlock,Gd,2,6,Gd,135000
1989,1989,1644,1518,569,2,1644,7,SawyerW,Gd,Gd,Gd,Fin,2,Attchd,80,PConc,TA,1,5,Gd,275000
1957,1957,907,907,352,1,907,4,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,Ex,109008
2007,2007,1208,1208,628,2,1208,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,6,Ex,195400
1988,1988,1412,1392,576,2,1412,6,Timber,TA,Gd,Gd,Unf,2,Attchd,20,CBlock,TA,1,6,TA,175000
1971,1971,483,483,264,1,987,6,BrDale,TA,TA,TA,Unf,1,Detchd,160,CBlock,,0,4,TA,85400
1998,1920,1088,901,0,0,1198,6,OldTown,TA,TA,TA,,1,,50,BrkTil,,0,7,Gd,79900
1971,1971,765,765,440,2,1365,5,BrDale,TA,TA,TA,Unf,1,Detchd,160,CBlock,,0,6,Ex,122500
1998,1997,926,926,470,2,1604,6,Gilbert,TA,Gd,TA,Fin,2,Attchd,60,PConc,TA,1,7,Ex,181000
1972,1972,630,630,0,0,630,4,MeadowV,TA,Gd,TA,,1,,180,CBlock,,0,3,Gd,81000
1996,1996,827,799,550,2,1661,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,6,Ex,212000
1950,1920,734,648,440,2,1118,6,OldTown,TA,Fa,TA,Unf,1,Detchd,50,BrkTil,,0,6,TA,116000
2004,1926,904,884,180,1,904,6,BrkSide,Gd,TA,TA,Unf,1,Detchd,45,PConc,,0,4,Gd,119000
2002,1913,694,440,352,1,694,5,Crawfor,TA,TA,Gd,Unf,1,Detchd,30,PConc,Gd,1,4,TA,90350
2000,1920,684,684,528,2,1196,6,Edwards,TA,TA,Gd,Unf,1,Detchd,50,BrkTil,,0,7,Gd,110000
2008,2008,2402,3094,672,3,2402,10,NridgHt,Ex,Ex,Ex,Fin,2,Attchd,20,PConc,Gd,2,10,Ex,555000
1955,1955,1440,1440,0,0,1440,4,Edwards,TA,TA,Fa,,2,,90,CBlock,,0,8,TA,118000
1992,1930,1128,1078,360,2,1573,5,BrkSide,TA,TA,TA,Unf,2,Detchd,50,PConc,Gd,1,8,TA,162900
2007,2006,1258,1258,648,3,1258,7,Blmngtn,Gd,Ex,Gd,Fin,2,Attchd,120,PConc,Gd,1,6,Ex,172500
1995,1994,933,915,493,2,1908,7,CollgCr,Gd,Gd,Gd,Unf,2,Attchd,60,PConc,TA,1,8,Ex,210000
1956,1956,1689,1436,480,2,1689,6,Edwards,TA,TA,TA,Unf,1,Attchd,20,CBlock,Gd,1,7,Fa,127500
2002,1966,1888,1517,578,2,1888,6,NAmes,Gd,TA,Gd,Fin,2,Attchd,20,CBlock,Gd,1,6,Ex,190000
1999,1998,956,930,431,2,1886,7,Gilbert,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,TA,1,10,Gd,199900
1950,1937,780,780,198,1,1376,6,IDOTRR,TA,TA,TA,Unf,2,Detchd,50,BrkTil,Gd,1,7,TA,119500
2002,1948,679,649,308,1,1183,3,OldTown,TA,TA,TA,Unf,1,Detchd,50,CBlock,,0,6,Ex,120000
2005,1930,813,813,270,1,813,6,OldTown,TA,TA,Gd,Unf,1,Detchd,30,BrkTil,,0,5,Ex,110000
1975,1975,1533,1533,576,2,1533,7,ClearCr,TA,Gd,Gd,Unf,2,Attchd,20,CBlock,TA,2,5,TA,280000
1997,1996,888,872,422,2,1756,6,Timber,Gd,Ex,TA,Fin,2,Attchd,60,PConc,,0,7,Ex,204000
2008,2008,786,768,676,2,1590,8,Somerst,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,6,Ex,210000
1976,1976,1728,1728,560,2,1728,5,Mitchel,TA,TA,TA,Unf,2,Detchd,90,CBlock,,0,8,TA,188000
1973,1973,1242,1242,528,2,1242,7,NWAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,TA,1,6,Fa,175500
1950,1916,624,624,513,3,1344,5,OldTown,TA,TA,TA,Unf,1,Detchd,70,BrkTil,,0,7,Fa,98000
1994,1954,1663,1364,529,2,1663,4,ClearCr,TA,Gd,Gd,Fin,1,Attchd,20,CBlock,Gd,2,6,Ex,256000
1996,1925,833,588,228,1,1666,8,OldTown,TA,TA,Gd,Unf,1,Detchd,70,PConc,Gd,1,7,Fa,161000
1950,1950,979,709,352,1,1203,5,BrkSide,TA,TA,Gd,Unf,1,Detchd,50,CBlock,TA,1,5,TA,110000
2009,2009,832,832,552,2,1935,8,Somerst,Gd,Gd,TA,Fin,2,BuiltIn,60,PConc,,0,8,Ex,263435
2007,1936,575,560,576,2,1135,7,SWISU,Gd,Gd,Gd,RFn,1,Detchd,70,PConc,,0,6,Ex,155000
1965,1965,864,864,360,1,864,5,Sawyer,TA,TA,TA,Unf,1,Detchd,20,CBlock,Po,1,5,Gd,62383
1995,1934,849,715,240,1,1660,6,Crawfor,TA,TA,TA,Unf,1,Detchd,70,CBlock,Gd,1,6,Fa,188700
1978,1978,1040,1040,0,0,1040,5,CollgCr,TA,Gd,TA,,2,,20,CBlock,,0,5,TA,124000
2004,2004,1414,1375,398,2,1414,7,Blmngtn,Gd,Gd,Gd,Fin,2,Attchd,120,PConc,TA,1,6,Ex,178740
1970,1970,1277,1277,526,2,1277,7,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,Po,1,5,TA,167000
1995,1942,888,728,312,1,1644,5,NAmes,TA,TA,Gd,Unf,1,Attchd,70,CBlock,Gd,2,7,Ex,146500
2006,2006,1634,1626,866,3,1634,8,NridgHt,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,Gd,1,7,Ex,250000
1993,1993,832,832,506,2,1710,6,SawyerW,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,7,Ex,187000
1985,1985,1502,1488,528,2,1502,8,StoneBr,Gd,Gd,Gd,RFn,1,Attchd,120,PConc,,0,4,TA,212000
1977,1977,1161,808,534,2,1969,7,NWAmes,TA,Gd,TA,RFn,2,Attchd,60,CBlock,Gd,1,8,TA,190000
2005,2005,1072,547,525,2,1072,6,Edwards,TA,Gd,TA,RFn,1,Basment,180,PConc,,0,5,Ex,148000
2007,2006,1976,1976,908,3,1976,8,NridgHt,Gd,Ex,Gd,RFn,2,Attchd,20,PConc,Ex,1,7,Ex,440000
2000,2000,1652,1494,499,2,1652,8,StoneBr,Gd,Gd,Ex,RFn,2,Attchd,120,PConc,,0,6,Ex,251000
1963,1963,970,970,624,2,970,5,Sawyer,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,TA,132500
1998,1997,1493,1478,508,2,1493,6,CollgCr,TA,Gd,Gd,Fin,2,Attchd,20,PConc,TA,1,7,Ex,208900
2006,2006,2069,2153,694,3,2643,9,NridgHt,Ex,Gd,Ex,Fin,2,BuiltIn,60,PConc,Gd,1,9,Ex,380000
2008,2007,1718,1705,826,3,1718,8,CollgCr,Gd,Ex,Gd,RFn,2,Attchd,20,PConc,Gd,1,7,Ex,297000
2000,1937,1131,907,672,2,1131,4,OldTown,TA,Fa,TA,Unf,1,Detchd,30,BrkTil,,0,7,TA,89471
2005,2004,1850,1833,772,3,1850,9,NridgHt,Gd,Ex,Gd,Fin,2,Attchd,20,PConc,Gd,1,8,Ex,326000
2004,2003,1792,1792,874,3,1792,9,NridgHt,Gd,Ex,Ex,Fin,2,Attchd,20,PConc,Gd,1,6,Ex,374000
2005,1915,916,910,164,1,1826,7,OldTown,Gd,TA,Ex,Unf,1,Attchd,70,PConc,Gd,1,7,Ex,155000
1998,1998,1216,1216,402,2,1216,6,Mitchel,TA,Ex,TA,Unf,2,Attchd,120,PConc,,0,5,Ex,164000
2001,1962,999,999,264,1,999,5,Sawyer,TA,TA,Gd,Unf,1,Detchd,20,CBlock,,0,6,Gd,132500
2007,1950,1113,1113,264,1,1113,5,NAmes,Gd,TA,Gd,Unf,1,Attchd,20,CBlock,Gd,1,5,Gd,147000
1965,1965,1073,1073,515,2,1073,5,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,6,TA,156000
1971,1971,1484,1484,487,2,1484,5,NWAmes,TA,Gd,TA,Unf,2,Attchd,20,CBlock,TA,1,7,Gd,175000
1970,1900,1766,954,520,2,2414,5,OldTown,TA,TA,TA,Unf,2,Attchd,190,CBlock,Gd,1,10,TA,160000
2002,1970,630,630,286,1,630,4,MeadowV,TA,Gd,Gd,Unf,1,Attchd,180,CBlock,,0,3,TA,86000
1976,1976,616,264,336,1,1304,5,MeadowV,TA,Gd,TA,Fin,1,BuiltIn,160,PConc,Gd,1,4,TA,115000
1950,1941,958,806,240,1,1578,6,NAmes,TA,TA,Fa,Unf,1,Attchd,50,CBlock,TA,2,5,TA,133000
2006,2006,728,728,429,2,1456,6,Gilbert,Gd,Gd,TA,RFn,2,Attchd,60,PConc,,0,8,Gd,172785
1960,1960,1269,1269,308,1,1269,5,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,Fa,1,6,TA,155000
1996,1938,886,190,273,1,886,5,OldTown,TA,Fa,TA,Unf,1,Attchd,30,BrkTil,,0,4,Gd,91300
1950,1920,720,720,0,0,720,4,IDOTRR,TA,TA,TA,,1,,30,CBlock,,0,4,TA,34900
1993,1992,3228,3200,546,2,3228,8,NoRidge,Gd,Gd,Gd,RFn,3,Attchd,20,PConc,Gd,1,10,Ex,430000
1950,1925,1133,1026,240,1,1820,7,BrkSide,TA,TA,TA,Unf,2,Detchd,50,PConc,,0,8,Ex,184000
2004,1967,899,864,288,1,899,5,Sawyer,TA,TA,Gd,Fin,1,Attchd,20,PConc,,0,5,Ex,130000
1985,1958,912,912,297,1,912,5,NAmes,TA,TA,TA,Fin,1,Attchd,20,CBlock,,0,5,Fa,120000
1973,1973,672,672,264,1,1218,6,BrDale,TA,TA,TA,Unf,1,Detchd,160,CBlock,,0,7,TA,113000
2005,2005,866,866,603,2,1768,7,Somerst,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,7,Gd,226700
1965,1965,1214,1214,461,2,1214,5,Edwards,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,6,Ex,140000
1997,1959,1801,1501,484,2,1801,7,Crawfor,TA,TA,TA,Fin,2,Attchd,20,CBlock,TA,2,6,TA,289000
1974,1974,855,855,440,2,1322,6,NPkVill,TA,TA,TA,Unf,2,Attchd,160,CBlock,Fa,1,6,TA,147000
1952,1952,960,960,400,2,1960,5,OldTown,TA,TA,TA,Unf,2,Detchd,90,CBlock,,0,10,Gd,124500
1994,1993,1065,777,471,2,1911,8,SawyerW,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,8,Ex,215000
2009,2009,1218,1218,676,2,1218,6,Somerst,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,,0,4,Ex,208300
2005,1928,689,689,360,2,1378,7,OldTown,TA,TA,Gd,Unf,2,Detchd,70,BrkTil,Gd,1,7,Ex,161000
1959,1959,1041,1041,270,1,1041,5,NAmes,TA,TA,TA,RFn,1,Attchd,20,CBlock,,0,6,Ex,124500
2000,1951,1363,1008,288,1,1363,5,NAmes,Gd,TA,TA,Unf,1,CarPort,20,CBlock,TA,2,6,Ex,164900
2006,2005,1368,1368,474,2,1368,7,NridgHt,Gd,Gd,Gd,RFn,2,Attchd,120,PConc,Gd,1,6,Ex,202665
1958,1958,864,864,624,2,864,5,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,TA,129900
1983,1983,1080,1084,484,2,1080,6,Mitchel,TA,TA,TA,Unf,1,Attchd,20,PConc,,0,5,TA,134000
1950,1926,789,768,200,1,789,5,Crawfor,TA,TA,TA,Unf,1,Detchd,45,BrkTil,,0,5,Fa,96500
2009,2009,2020,2006,900,3,2020,10,NridgHt,Ex,Ex,Ex,Fin,2,Attchd,20,CBlock,Gd,1,9,Ex,402861
1972,1972,1378,689,583,2,2119,6,NWAmes,TA,TA,TA,RFn,2,Attchd,80,CBlock,TA,1,7,TA,158000
1997,1996,1277,1264,889,3,2344,7,NoRidge,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,7,Ex,265000
1998,1998,882,794,546,2,1796,6,CollgCr,TA,Gd,TA,RFn,2,Attchd,60,PConc,,0,7,Ex,211000
2004,1926,1276,1276,282,1,2080,7,Crawfor,Gd,Gd,Gd,Unf,1,Detchd,70,BrkTil,Gd,2,9,Ex,234000
2000,1900,694,0,0,0,1294,4,OldTown,TA,,TA,,2,,190,BrkTil,,0,7,TA,106250
1957,1957,1244,1244,336,1,1244,6,NAmes,TA,TA,TA,Unf,1,Attchd,20,CBlock,Gd,2,6,Ex,150000
1950,1947,1004,1004,420,2,1664,6,BrkSide,TA,TA,TA,Unf,2,Detchd,50,CBlock,Gd,2,7,Ex,159000
2008,2007,3138,3138,884,3,4676,10,Edwards,Ex,Ex,Ex,Fin,3,BuiltIn,60,PConc,Gd,1,11,Ex,184750
1997,1996,1383,1379,834,3,2398,7,NoRidge,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,TA,1,8,Ex,315750
2005,2005,1266,1257,453,2,1266,7,Somerst,Gd,Gd,Gd,Unf,2,Attchd,20,PConc,TA,1,6,Ex,176000
2000,1956,928,928,252,1,928,5,NAmes,TA,Gd,TA,Unf,1,Attchd,20,CBlock,,0,4,TA,132000
2008,2008,1476,1452,858,3,2713,9,NridgHt,Ex,Ex,Ex,Fin,2,Attchd,60,PConc,Gd,1,11,Ex,446261
2002,1920,605,528,0,0,605,4,Edwards,TA,TA,TA,,1,,30,BrkTil,,0,5,Ex,86000
1975,1957,2515,2035,484,2,2515,6,Crawfor,Gd,TA,TA,RFn,3,Attchd,20,PConc,TA,2,9,TA,200624
1989,1988,1509,1461,600,2,1509,6,Timber,Gd,Gd,Gd,RFn,2,Attchd,80,CBlock,Fa,1,5,Ex,175000
1999,1920,751,611,502,2,1362,6,BrkSide,TA,Fa,TA,Fin,2,Detchd,70,BrkTil,,0,6,Ex,128000
2007,1955,827,0,392,1,827,5,NAmes,TA,,TA,Unf,1,Detchd,20,Slab,Po,1,5,Ex,107500
1950,1946,334,0,0,0,334,1,BrkSide,Fa,,Fa,,1,,20,Slab,,0,2,Fa,39300
2004,2004,707,707,403,2,1414,8,Gilbert,Gd,Ex,Gd,Fin,2,Attchd,60,PConc,Gd,1,6,Ex,178000
1991,1910,820,1117,0,0,1347,5,Edwards,TA,Gd,TA,,1,,190,CBlock,,0,5,TA,107500
1999,1998,880,880,527,2,1724,7,CollgCr,TA,Gd,Gd,Fin,2,Attchd,60,PConc,,0,8,Ex,188000
1972,1972,864,864,576,2,864,4,NAmes,TA,TA,TA,Unf,1,Detchd,20,CBlock,,0,5,TA,111250
1968,1968,1159,1051,336,1,1159,5,Sawyer,TA,TA,TA,Unf,1,Attchd,20,CBlock,Fa,1,7,TA,158000
2002,2001,1601,1581,670,2,1601,8,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,TA,1,6,Ex,272000
2006,2006,1838,1838,765,3,1838,9,Timber,Ex,Ex,Ex,Fin,2,Attchd,20,PConc,Gd,1,8,Ex,315000
2000,2000,997,969,648,3,2285,8,NoRidge,Gd,Gd,Gd,Fin,2,BuiltIn,60,PConc,TA,1,8,Ex,248000
1999,1998,1680,1650,583,2,1680,7,NWAmes,Gd,Ex,Gd,Fin,2,Attchd,20,PConc,TA,1,7,Ex,213250
1998,1998,767,723,367,1,767,7,NAmes,TA,Gd,TA,Fin,1,Attchd,120,PConc,,0,4,Ex,133000
2006,2006,664,654,426,2,1496,7,Gilbert,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,Gd,1,7,Ex,179665
1988,1988,1377,1204,786,3,2183,7,NWAmes,Gd,Gd,Gd,Unf,2,Attchd,50,PConc,,0,9,Gd,229000
1950,1923,915,1065,440,2,1635,6,BrkSide,TA,Gd,TA,Unf,1,Detchd,50,BrkTil,Gd,1,6,Ex,210000
1970,1970,768,768,624,2,768,5,Mitchel,TA,Gd,TA,Unf,1,Detchd,85,CBlock,,0,5,Ex,129500
1995,1955,825,825,720,2,825,5,OldTown,TA,TA,TA,RFn,1,Detchd,20,CBlock,,0,4,TA,125000
2004,2003,912,912,615,2,2094,7,Somerst,Gd,Gd,Gd,Fin,2,BuiltIn,60,PConc,Gd,1,8,Ex,263000
1977,1977,1069,1069,440,2,1069,6,NPkVill,TA,Gd,TA,RFn,2,Attchd,120,CBlock,,0,4,TA,140000
1957,1957,928,928,288,1,928,5,OldTown,TA,TA,TA,Fin,1,Attchd,20,CBlock,,0,5,Gd,112500
2006,2006,1717,1709,908,3,1717,8,NridgHt,Gd,Ex,Gd,RFn,2,Attchd,20,PConc,Gd,1,7,Ex,255500
2003,1949,1126,0,520,2,1126,4,Edwards,TA,,Gd,Fin,2,Detchd,20,CBlock,,0,5,Ex,108000
2004,2003,1006,998,871,3,2046,7,NridgHt,Gd,Gd,Gd,RFn,2,BuiltIn,60,PConc,Gd,1,8,Ex,284000
1950,1922,1048,993,280,1,1048,5,BrkSide,TA,TA,TA,Unf,1,Detchd,45,BrkTil,Gd,1,5,TA,113000
1957,1957,1092,1092,299,1,1092,5,NAmes,TA,TA,TA,Fin,1,Attchd,20,CBlock,TA,1,6,TA,141000
1950,1920,897,637,570,1,1336,4,IDOTRR,TA,TA,TA,Unf,1,CarPort,50,CBlock,,0,7,Gd,108000
1997,1996,729,729,406,2,1446,7,Gilbert,TA,Gd,TA,Unf,2,Attchd,60,PConc,TA,1,6,Ex,175000
2004,2003,1557,1374,420,2,1557,7,Blmngtn,Gd,Gd,Gd,Fin,2,Attchd,120,PConc,TA,1,7,Ex,234000
1996,1957,1392,1392,528,2,1392,5,Sawyer,TA,Gd,TA,Unf,1,Detchd,20,CBlock,Gd,1,5,TA,121500
1975,1974,1389,1389,418,2,1389,5,Mitchel,TA,Gd,TA,RFn,1,Attchd,20,CBlock,TA,1,6,Gd,170000
1969,1940,996,996,0,0,996,5,Edwards,TA,TA,TA,,1,,30,CBlock,Gd,1,6,Ex,108000
1950,1918,1163,1163,396,2,1674,6,Edwards,TA,Gd,TA,Fin,2,Detchd,50,BrkTil,Gd,1,8,Ex,185000
2000,1992,1166,1095,590,2,2295,7,NoRidge,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,TA,1,9,Ex,268000
1950,1915,841,806,216,1,1647,6,SWISU,TA,Gd,Fa,Unf,1,Detchd,70,PConc,,0,6,TA,128000
2007,2005,1134,1122,656,3,2504,9,StoneBr,Gd,Gd,Ex,Fin,2,BuiltIn,60,PConc,Gd,1,11,Ex,325000
2004,2004,1535,1517,532,2,1535,7,NridgHt,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,,0,7,Ex,214000
2009,1983,1496,1496,612,2,2132,8,SawyerW,Gd,Gd,Gd,Fin,1,BuiltIn,50,CBlock,Gd,1,5,Ex,316600
1979,1979,943,943,600,2,943,5,NAmes,TA,Gd,TA,Unf,1,Detchd,90,CBlock,TA,2,4,TA,135960
1965,1965,1728,1728,576,2,1728,5,NAmes,TA,TA,TA,Unf,2,Detchd,90,CBlock,,0,10,TA,142600
1959,1959,864,864,288,1,864,6,NAmes,TA,TA,Gd,Unf,1,Attchd,20,CBlock,,0,4,Ex,120000
2009,2009,846,846,650,2,1692,7,Timber,TA,Ex,Gd,RFn,2,Attchd,60,PConc,,0,6,Gd,224500
2000,2000,774,384,400,2,1430,7,Gilbert,TA,Gd,TA,RFn,2,BuiltIn,80,PConc,TA,1,8,Ex,170000
2005,1971,576,372,288,1,1109,5,NAmes,TA,TA,TA,Unf,1,BuiltIn,80,CBlock,,0,5,TA,139000
1950,1947,832,832,336,1,1216,5,NAmes,TA,TA,TA,Unf,1,Detchd,50,CBlock,,0,6,TA,118500
1950,1928,877,861,216,1,1477,7,SWISU,TA,TA,TA,Unf,2,Detchd,50,BrkTil,Gd,1,6,Gd,145000
1966,1966,1320,1164,564,2,1320,5,Sawyer,TA,TA,TA,RFn,1,Attchd,80,CBlock,Fa,2,6,Ex,164500
2007,2007,703,689,540,2,1392,7,Somerst,Gd,Gd,Gd,Unf,2,Detchd,160,PConc,,0,5,Ex,146000
1954,1954,1050,1050,352,1,1795,5,OldTown,TA,TA,TA,Unf,2,Attchd,50,BrkTil,,0,7,Ex,131500
1987,1960,1429,1144,572,2,1429,6,NAmes,TA,TA,Gd,Unf,1,Attchd,20,CBlock,Gd,2,7,Ex,181900
2009,2008,2042,2042,1390,3,2042,8,NridgHt,Ex,Ex,Ex,RFn,2,Attchd,20,PConc,Gd,1,8,Ex,253293
1990,1990,816,816,0,0,816,6,Edwards,TA,Gd,TA,,1,,90,CBlock,,0,5,TA,118500
2000,1893,1521,1237,880,2,2775,10,OldTown,Ex,TA,Gd,Unf,3,Detchd,75,BrkTil,Gd,1,9,Gd,325000
1995,1935,989,884,240,1,1573,4,BrkSide,TA,TA,Gd,Unf,1,Detchd,50,BrkTil,,0,6,Ex,133000
2006,2005,2028,1868,880,3,2028,8,Timber,Gd,Ex,Gd,RFn,2,Attchd,20,PConc,Gd,2,7,Ex,369900
2000,1918,838,816,275,1,838,6,BrkSide,TA,TA,Fa,Fin,1,Detchd,30,BrkTil,,0,5,Ex,130000
1982,1982,860,840,528,2,860,5,Sawyer,TA,TA,TA,Unf,1,Detchd,85,CBlock,,0,4,TA,137000
2003,1968,1473,1437,452,1,1473,5,ClearCr,TA,TA,Ex,Unf,1,Attchd,20,CBlock,Gd,2,5,Ex,143000
1960,1930,779,742,308,1,935,5,BrkSide,TA,TA,TA,Unf,1,Detchd,40,BrkTil,,0,4,TA,79500
2004,2004,770,770,520,2,1582,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,60,PConc,,0,6,Ex,185900
2008,2008,1728,1722,842,3,2296,10,NridgHt,Ex,Ex,Ex,RFn,2,BuiltIn,60,PConc,Gd,1,10,Ex,451950
2003,1982,816,816,816,2,816,5,Mitchel,TA,TA,TA,Fin,1,Detchd,20,PConc,,0,4,Ex,138000
2003,2003,848,848,420,2,848,6,CollgCr,Gd,Gd,Gd,Fin,1,Attchd,120,PConc,,0,4,Ex,140000
1975,1975,924,924,280,1,924,5,CollgCr,TA,Gd,TA,Unf,1,Detchd,20,CBlock,,0,5,TA,110000
2006,2005,1826,1814,758,3,1826,8,StoneBr,Gd,Gd,Gd,Fin,2,Attchd,20,PConc,TA,1,7,Ex,319000
1993,1910,684,684,216,1,1368,6,OldTown,TA,TA,TA,Unf,1,Detchd,70,CBlock,,0,7,Ex,114504
2007,2006,1402,1258,648,3,1402,7,Blmngtn,Gd,Ex,Gd,Fin,0,Attchd,120,PConc,Gd,1,7,Ex,194201
1977,1977,1647,1430,621,2,1647,5,Crawfor,TA,Gd,Gd,Fin,2,Attchd,20,CBlock,TA,1,7,Ex,217500
1980,1980,716,716,452,2,1556,6,Blueste,TA,Gd,TA,Fin,2,Attchd,160,CBlock,TA,1,6,TA,151000
2005,2005,1058,1058,736,2,1904,8,NridgHt,Gd,Gd,Ex,Fin,2,BuiltIn,60,PConc,Gd,1,8,Ex,275000
1950,1937,780,780,544,1,1375,6,IDOTRR,TA,TA,Gd,Unf,1,Detchd,50,PConc,Gd,1,6,TA,141000
1992,1992,927,908,506,2,1915,8,SawyerW,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,TA,1,8,Ex,220000
2005,2004,600,600,480,2,1200,7,Somerst,Gd,Gd,Gd,RFn,2,Detchd,160,PConc,,0,4,Ex,151000
2002,2002,1494,1494,530,2,1494,7,CollgCr,Gd,Gd,Gd,RFn,2,Attchd,20,PConc,TA,1,6,Ex,221000
1990,1965,1186,768,486,2,1986,7,NAmes,TA,TA,TA,Unf,2,Attchd,60,CBlock,Fa,3,7,TA,205000
1996,1996,1040,1040,576,2,1040,5,CollgCr,TA,Gd,Gd,Unf,1,Detchd,20,PConc,,0,6,Gd,152000
2002,1948,1112,896,230,1,2008,5,Edwards,TA,TA,Ex,Unf,3,Attchd,20,CBlock,,0,8,Ex,225000
1998,1934,1940,965,380,2,3194,8,Crawfor,TA,Gd,TA,Unf,2,Basment,70,PConc,Gd,2,10,TA,359100
1961,1961,1029,1029,261,1,1029,4,Sawyer,TA,TA,TA,Unf,1,Attchd,20,CBlock,,0,5,Gd,118500
2000,2000,1476,1440,736,3,2153,9,CollgCr,Gd,Ex,Ex,Fin,2,Attchd,60,PConc,Ex,2,8,Ex,313000
1978,1978,1032,1032,564,2,1032,6,NWAmes,TA,Gd,TA,Unf,2,Attchd,80,CBlock,TA,1,6,TA,148000
2001,2001,1299,1299,531,2,1872,8,CollgCr,Gd,Gd,Ex,RFn,2,BuiltIn,60,PConc,TA,1,7,Ex,261500
2007,2007,1120,1120,0,0,1120,5,Mitchel,TA,Gd,TA,,1,,20,PConc,,0,6,Ex,147000
1972,1972,630,630,0,0,630,4,MeadowV,TA,Gd,TA,,1,,180,CBlock,,0,3,Ex,75500
1963,1963,1054,936,480,2,1054,6,NAmes,TA,TA,Gd,RFn,1,Attchd,85,PConc,,0,6,Ex,137500
2003,2002,807,783,393,2,1509,6,Gilbert,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,Gd,1,7,Ex,183200
1954,1954,832,832,528,2,832,6,NAmes,TA,TA,Gd,Unf,1,Detchd,45,CBlock,,0,4,Gd,105500
2007,2007,1828,1822,774,3,1828,9,NridgHt,Ex,Ex,Gd,Unf,2,Attchd,20,PConc,Gd,1,9,Ex,314813
2003,2003,1482,1482,749,3,2262,8,Timber,Gd,Gd,Gd,Fin,2,Attchd,60,PConc,Gd,2,10,Ex,305000
1950,1914,864,864,0,0,864,3,Edwards,TA,TA,TA,,1,,30,BrkTil,,0,5,TA,67000
